"PROBEID","ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"1554015_a_at","1554015_a_at","chromodomain helicase DNA binding protein 2","CHD2","1106","","","","Homo sapiens chromodomain helicase DNA binding protein 2, mRNA (cDNA clone IMAGE:3050321), complete cds",34782954,"BC007347",NA,NA,"","15q26","Chromosome 15, NC_000015.10 (92900321..93028007)","ATP binding///ATP-dependent DNA helicase activity///DNA binding///core promoter sequence-specific DNA binding///histone binding///poly(A) RNA binding///protein binding","DNA duplex unwinding///cellular response to DNA damage stimulus///covalent chromatin modification///hematopoietic stem cell differentiation///muscle organ development///regulation of transcription from RNA polymerase II promoter///transcription, DNA-templated","extracellular exosome///intracellular membrane-bounded organelle///nucleolus///nucleoplasm///nucleus///nucleus","GO:0005524///GO:0004003///GO:0003677///GO:0001046///GO:0042393///GO:0044822///GO:0005515","GO:0032508///GO:0006974///GO:0016569///GO:0060218///GO:0007517///GO:0006357///GO:0006351","GO:0070062///GO:0043231///GO:0005730///GO:0005654///GO:0005634///GO:0005634",1.04553696666667,8.75563254545455,2.4386831819116,0.0225474107866493,0.999988917839134,-4.37966520974521,"CHD2","chromodomain helicase DNA binding protein 2"
"1554065_at","1554065_at","multivesicular body subunit 12B","MVB12B","89853","","","","Homo sapiens family with sequence similarity 125, member B, mRNA (cDNA clone MGC:24472 IMAGE:4083276), complete cds",20379510,"BC028675",NA,NA,"","9q33.3","Chromosome 9, NC_000009.12 (126326844..126507041)","lipid binding///protein binding///NOT ubiquitin binding","positive regulation of viral process///protein transport///regulation of epidermal growth factor receptor signaling pathway///ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway///virus maturation","ESCRT I complex///cytosol///early endosome///extracellular exosome///late endosome///late endosome membrane///nucleus///plasma membrane///vesicle","GO:0008289///GO:0005515///NOT GO:0043130","GO:0048524///GO:0015031///GO:0042058///GO:0043162///GO:0019075","GO:0000813///GO:0005829///GO:0005769///GO:0070062///GO:0005770///GO:0031902///GO:0005634///GO:0005886///GO:0031982",-0.503375866666667,3.67906972727273,-2.08217442017483,0.0482042783402712,0.999988917839134,-4.44284455914577,"MVB12B","multivesicular body subunit 12B"
"1554159_a_at","1554159_a_at","zinc finger MYND-type containing 11","ZMYND11","10771","","","","Homo sapiens zinc finger, MYND domain containing 11, mRNA (cDNA clone MGC:34429 IMAGE:5171494), complete cds",21961556,"BC034784",NA,NA,"","10p14","Chromosome 10, NC_000010.11 (134340..254637)","RNA polymerase II regulatory region sequence-specific DNA binding///chromatin binding///histone binding///methylated histone binding///protein binding///transcription cofactor activity///transcription corepressor activity///zinc ion binding","cell cycle///cell proliferation///covalent chromatin modification///negative regulation of I-kappaB kinase/NF-kappaB signaling///negative regulation of JNK cascade///negative regulation of extrinsic apoptotic signaling pathway///negative regulation of transcription from RNA polymerase II promoter///regulation of transcription elongation from RNA polymerase II promoter///transcription, DNA-templated///viral process","chromosome///nucleoplasm///nucleus","GO:0000977///GO:0003682///GO:0042393///GO:0035064///GO:0005515///GO:0003712///GO:0003714///GO:0008270","GO:0007049///GO:0008283///GO:0016569///GO:0043124///GO:0046329///GO:2001237///GO:0000122///GO:0034243///GO:0006351///GO:0016032","GO:0005694///GO:0005654///GO:0005634",0.642861400000004,8.10085645454545,2.06452398743472,0.0499819608779514,0.999988917839134,-4.44587720628739,"ZMYND11","zinc finger MYND-type containing 11"
"1554167_a_at","1554167_a_at","golgin A7","GOLGA7","51125","","","","Homo sapiens golgi autoantigen, golgin subfamily a, 7, mRNA (cDNA clone MGC:21096 IMAGE:4707385), complete cds",15080581,"BC012032",NA,NA,"","8p11.21","Chromosome 8, NC_000008.11 (41490562..41510980)","protein binding///contributes_to protein-cysteine S-palmitoyltransferase activity","Golgi to plasma membrane protein transport///peptidyl-L-cysteine S-palmitoylation///protein stabilization///protein targeting to membrane","Golgi stack///extracellular exosome///intrinsic component of Golgi membrane///palmitoyltransferase complex","GO:0005515///contributes_to GO:0019706","GO:0043001///GO:0018230///GO:0050821///GO:0006612","GO:0005795///GO:0070062///GO:0031228///GO:0002178",-0.594596566666664,5.11240854545455,-2.27450804102377,0.0322005638897219,0.999988917839134,-4.40916332041375,"GOLGA7","golgin A7"
"1554194_at","1554194_at","","","","CDNA clone IMAGE:4825132","","Hs.553539","Homo sapiens cDNA clone IMAGE:4825132",21595629,"BC031867",NA,NA,"","","","","","","","","",-0.489091466666666,3.60682618181818,-2.08778193972239,0.0476514485544888,0.999988917839134,-4.44187884305474,"LOC107986876","uncharacterized LOC107986876"
"1554213_at","1554213_at","Rho guanine nucleotide exchange factor 10","ARHGEF10","9639","","","","Homo sapiens Rho guanine nucleotide exchange factor (GEF) 10, mRNA (cDNA clone IMAGE:5737598), complete cds",23331092,"BC036809",NA,NA,"","8p23","Chromosome 8, NC_000008.11 (1823976..1958641)","Rho guanyl-nucleotide exchange factor activity///kinesin binding///protein binding","activation of GTPase activity///centrosome duplication///mitotic spindle assembly///myelination in peripheral nervous system///positive regulation of stress fiber assembly///regulation of Rho protein signal transduction","centrosome///cytosol","GO:0005089///GO:0019894///GO:0005515","GO:0090630///GO:0051298///GO:0090307///GO:0022011///GO:0051496///GO:0035023","GO:0005813///GO:0005829",0.652350233333334,5.02868845454545,2.2198424824653,0.0361710879681463,0.999988917839134,-4.41884524301043,"ARHGEF10","Rho guanine nucleotide exchange factor 10"
"1554279_a_at","1554279_a_at","tRNA methyltransferase 2 homolog B","TRMT2B","79979","","","","Homo sapiens TRM2 tRNA methyltransferase 2 homolog B (S. cerevisiae), mRNA (cDNA clone MGC:15024 IMAGE:2988022), complete cds",14043084,"BC007526",NA,NA,"","Xq22.1","Chromosome X, NC_000023.11 (100973358..101052118, complement)","S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity///protein binding","RNA methylation///tRNA processing","mitochondrion","GO:0030697///GO:0005515","GO:0001510///GO:0008033","GO:0005739",-0.405212966666666,4.41674768181818,-2.18887652294932,0.0386123581598814,0.999988917839134,-4.42429354079457,"TRMT2B","tRNA methyltransferase 2B"
"1554306_at","1554306_at","inositol-trisphosphate 3-kinase B","ITPKB","3707","","","","Homo sapiens inositol 1,4,5-trisphosphate 3-kinase B, mRNA (cDNA clone MGC:23636 IMAGE:4862726), complete cds",15929097,"BC015009",NA,NA,"","1q42.13","Chromosome 1, NC_000001.11 (226631690..226739327, complement)","ATP binding///calmodulin binding///inositol-1,4,5-trisphosphate 3-kinase activity///inositol-1,4,5-trisphosphate 3-kinase activity///protein binding","MAPK cascade///cell surface receptor signaling pathway///cellular response to calcium ion///common myeloid progenitor cell proliferation///inositol phosphate metabolic process///inositol trisphosphate metabolic process///myeloid cell homeostasis///negative regulation of myeloid cell differentiation///negative regulation of neutrophil apoptotic process///positive regulation of Ras protein signal transduction///positive regulation of alpha-beta T cell differentiation///positive thymic T cell selection///regulation of protein phosphorylation///signal transduction","cytosol///membrane///nucleus","GO:0005524///GO:0005516///GO:0008440///GO:0008440///GO:0005515","GO:0000165///GO:0007166///GO:0071277///GO:0035726///GO:0043647///GO:0032957///GO:0002262///GO:0045638///GO:0033030///GO:0046579///GO:0046638///GO:0045059///GO:0001932///GO:0007165","GO:0005829///GO:0016020///GO:0005634",-0.609879599999998,3.75421186363636,-2.21724253735649,0.0363705506151334,0.999988917839134,-4.41930372806922,"ITPKB","inositol-trisphosphate 3-kinase B"
"1554311_a_at","1554311_a_at","SPT6 homolog, histone chaperone","SUPT6H","6830","","","","Homo sapiens suppressor of Ty 6 homolog (S. cerevisiae), mRNA (cDNA clone IMAGE:4877063), complete cds",21620091,"BC033074",NA,NA,"","17q11.2","Chromosome 17, NC_000017.11 (28662183..28702684)","DNA binding///histone binding///poly(A) RNA binding///protein binding///transcription factor activity, sequence-specific DNA binding","RNA splicing///chromatin remodeling///mRNA processing///mRNA transport///negative regulation of histone H3-K27 methylation///positive regulation of transcription elongation from RNA polymerase II promoter///regulation of isotype switching///regulation of mRNA export from nucleus///regulation of mRNA processing///regulation of muscle cell differentiation///regulation of transcription, DNA-templated///transcription, DNA-templated///viral process","nucleus","GO:0003677///GO:0042393///GO:0044822///GO:0005515///GO:0003700","GO:0008380///GO:0006338///GO:0006397///GO:0051028///GO:0061086///GO:0032968///GO:0045191///GO:0010793///GO:0050684///GO:0051147///GO:0006355///GO:0006351///GO:0016032","GO:0005634",0.888468166666671,9.42461781818182,2.47365499356989,0.0208716259538428,0.999988917839134,-4.3733133028299,"SUPT6H","SPT6 homolog, histone chaperone and transcription elongation factor"
"1554332_a_at","1554332_a_at","SLCO4A1 antisense RNA 1","SLCO4A1-AS1","100127888","","","","Homo sapiens hypothetical LOC100135777, mRNA (cDNA clone MGC:39393 IMAGE:4862156), complete cds",19263726,"BC025345",NA,NA,"","20q13.33","Chromosome 20, NC_000020.11 (62663027..62666621, complement)","","","","","","",-0.774583899999999,4.93444940909091,-2.85930092606892,0.00866827815739264,0.999988917839134,-4.302333832968,"SLCO4A1-AS1","SLCO4A1 antisense RNA 1"
"1554383_a_at","1554383_a_at","translocation associated membrane protein 2","TRAM2","9697","","","","Homo sapiens translocation associated membrane protein 2, mRNA (cDNA clone MGC:39954 IMAGE:5169808), complete cds",20380105,"BC028121",NA,NA,"","6p21.1-p12","Chromosome 6, NC_000006.12 (52497402..52577064, complement)","protein binding","collagen biosynthetic process///cotranslational protein targeting to membrane","integral component of membrane///rough endoplasmic reticulum","GO:0005515","GO:0032964///GO:0006613","GO:0016021///GO:0005791",0.875387133333338,7.55421390909091,2.6333114660194,0.0145903530824241,0.999988917839134,-4.34408947064542,"TRAM2","translocation associated membrane protein 2"
"1554471_a_at","1554471_a_at","ankyrin repeat domain 13C","ANKRD13C","81573","","","","Homo sapiens ankyrin repeat domain 13C, mRNA (cDNA clone MGC:39111 IMAGE:4558748), complete cds",20381039,"BC028840",NA,NA,"","1p31.1","Chromosome 1, NC_000001.11 (70259002..70354977, complement)","receptor binding","protein retention in ER lumen///regulation of anoikis///regulation of receptor biosynthetic process","endoplasmic reticulum///colocalizes_with endoplasmic reticulum///endoplasmic reticulum membrane///perinuclear region of cytoplasm","GO:0005102","GO:0006621///GO:2000209///GO:0010869","GO:0005783///colocalizes_with GO:0005783///GO:0005789///GO:0048471",-0.886277733333332,4.21948359090909,-2.25405666730276,0.0336370904876874,0.999988917839134,-4.41279468345642,"ANKRD13C","ankyrin repeat domain 13C"
"1554518_at","1554518_at","glutathione S-transferase C-terminal domain containing","GSTCD","79807","","","","Homo sapiens glutathione S-transferase, C-terminal domain containing, mRNA (cDNA clone MGC:32988 IMAGE:4838672), complete cds",34190494,"BC032942",NA,NA,"","4q24","Chromosome 4, NC_000004.12 (105708778..105848023)","molecular_function///protein binding","biological_process","cytoplasm///extracellular exosome","GO:0003674///GO:0005515","GO:0008150","GO:0005737///GO:0070062",-0.574830799999998,3.69591759090909,-2.23047951799225,0.0353653211497608,0.999988917839134,-4.41696752792266,"GSTCD","glutathione S-transferase C-terminal domain containing"
"1554539_a_at","1554539_a_at","ras homolog family member F, filopodia associated","RHOF","54509","","","","Homo sapiens ras homolog gene family, member F (in filopodia), mRNA (cDNA clone MGC:8870 IMAGE:3864426), complete cds",17390467,"BC018208",NA,NA,"","12q24.31","Chromosome 12, NC_000012.12 (121777754..121793688, complement)","GTP binding///GTPase activity","actin filament organization///regulation of small GTPase mediated signal transduction///small GTPase mediated signal transduction","cytoskeleton///cytosol///extracellular exosome///plasma membrane","GO:0005525///GO:0003924","GO:0007015///GO:0051056///GO:0007264","GO:0005856///GO:0005829///GO:0070062///GO:0005886",0.759702266666666,5.301803,2.74605884879209,0.0112739239066043,0.999988917839134,-4.32329246848572,"RHOF","ras homolog family member F, filopodia associated"
"1554554_at","1554554_at","coiled-coil domain containing 57","CCDC57","284001","","","","Homo sapiens coiled-coil domain containing 57, mRNA (cDNA clone MGC:34727 IMAGE:5165045), complete cds",25955523,"BC040264",NA,NA,"","17q25.3","Chromosome 17, NC_000017.11 (82101458..82212892, complement)","protein binding","","","GO:0005515","","",-0.6485582,5.45184840909091,-2.72170439599614,0.0119236860286707,0.999988917839134,-4.32779253809848,"CCDC57","coiled-coil domain containing 57"
"1554565_x_at","1554565_x_at","signal peptide peptidase like 3","SPPL3","121665","","","","Homo sapiens cDNA clone IMAGE:4555434, partial cds",33874677,"BC011943",NA,NA,"","12q24.31","Chromosome 12, NC_000012.12 (120762510..120904352, complement)","aspartic endopeptidase activity, intramembrane cleaving///aspartic endopeptidase activity, intramembrane cleaving///protein binding///protein homodimerization activity","T cell receptor signaling pathway///T cell receptor signaling pathway///NOT membrane protein ectodomain proteolysis///membrane protein proteolysis///positive regulation of NFAT protein import into nucleus///positive regulation of NFAT protein import into nucleus///positive regulation of calcineurin-NFAT signaling cascade///positive regulation of cytosolic calcium ion concentration///positive regulation of protein binding///positive regulation of protein dephosphorylation///signal peptide processing","Golgi-associated vesicle membrane///cytosol///endoplasmic reticulum-Golgi intermediate compartment membrane///integral component of cytoplasmic side of endoplasmic reticulum membrane///integral component of lumenal side of endoplasmic reticulum membrane///intracellular membrane-bounded organelle///lysosomal membrane///membrane///plasma membrane///rough endoplasmic reticulum","GO:0042500///GO:0042500///GO:0005515///GO:0042803","GO:0050852///GO:0050852///NOT GO:0006509///GO:0033619///GO:0051533///GO:0051533///GO:0070886///GO:0007204///GO:0032092///GO:0035307///GO:0006465","GO:0030660///GO:0005829///GO:0033116///GO:0071458///GO:0071556///GO:0043231///GO:0005765///GO:0016020///GO:0005886///GO:0005791",0.738842800000002,5.65811763636364,2.6552621124198,0.0138802836317082,0.999988917839134,-4.34004851802387,"SPPL3","signal peptide peptidase like 3"
